Unnamed: 0,idx,Filing_Date,Trade_Date,Ticker,Company_Name,Industry,Insider_Amount,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1yr,2yr,2w%,1m%,2m%,3m%,4m%,5m%,6m%,7m%,8m%,9m%,10m%,11m%,1yr%,2yr%,active,done,skip,source,exchange
342,343,2020-09-23,2020-09-21,TRTX,"Tpg Re Finance Trust, Inc.",Real Estate Investment Trusts,4.0,P - Purchase,7.69,673457.0,7778788.0,9.0,6858858.0,7.89,7.35,9.18,9.85,10.54,10.2,10.82,12.25,13.41,13.25,12.73,12.32,12.62,0.0,2.6,-4.42,19.38,28.09,37.06,32.64,40.7,59.3,74.38,72.3,65.54,60.21,64.11,0.0,True,True,False,ALPACA,NYSE
341,342,2020-09-23,2015-11-10,VER,"Vereit, Inc.",Real Estate Investment Trusts,21.0,P - Purchase,30.84,1202016.0,14438047.0,9.0,14415081.0,32.89,32.03,35.14,34.5,34.45,38.69,37.23,46.74,47.52,46.12,48.66,50.23,47.44,0.0,6.65,3.86,13.94,11.87,11.71,25.45,20.72,51.56,54.09,49.55,57.78,62.87,53.83,0.0,False,True,False,ALPACA,
343,344,2020-09-22,2020-09-22,SHO,"Sunstone Hotel Investors, Inc.",Hotels & Motels,8.0,P - Purchase,7.92,152651.0,2603502.0,6.0,1426823.0,8.15,8.17,10.2,10.91,11.06,13.54,12.68,13.29,13.08,12.23,11.15,11.58,12.46,0.0,2.9,3.16,28.79,37.75,39.65,70.96,60.1,67.8,65.15,54.42,40.78,46.21,57.32,0.0,True,True,False,ALPACA,NYSE
345,346,2020-09-22,2019-05-21,FRBK,Republic First Bancorp Inc,State Commercial Banks,8.0,P - Purchase,2.05,308975.0,6243474.0,5.0,1007627.0,2.22,2.37,2.95,2.85,2.86,3.59,3.78,4.01,4.11,3.98,3.69,3.35,3.07,0.0,8.29,15.61,43.9,39.02,39.51,75.12,84.39,95.61,100.49,94.15,80.0,63.41,49.76,0.0,True,True,False,ALPACA,NASDAQ
344,345,2020-09-22,2020-09-18,STEP,Stepstone Group Inc.,Investment Advice,9.0,P - Purchase,25.88,347157.0,37846552.0,1.0,6248826.0,25.56,26.86,27.41,32.27,37.44,34.39,32.26,33.7,31.81,33.62,45.77,47.16,41.49,0.0,-1.24,3.79,5.91,24.69,44.67,32.88,24.65,30.22,22.91,29.91,76.85,82.23,60.32,0.0,True,True,False,ALPACA,NASDAQ
346,347,2020-09-21,2020-09-08,EDNT,"Edison Nation, Inc.","Games, Toys & Children's Vehicles (No Dolls & Bicycles)",11.0,P - Purchase,1.77,98700.0,6338438.0,2.0,330876.0,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.95,-3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
347,348,2020-09-18,2020-09-17,VNOM,Viper Energy Partners LP,Crude Petroleum & Natural Gas,10.0,P - Purchase,7.43,3001755.0,73498237.0,4.0,47553606.0,7.09,7.35,9.13,11.93,13.85,15.12,15.74,17.17,19.18,18.9,17.04,17.55,21.71,0.0,-4.58,-1.08,22.88,60.57,86.41,103.5,111.84,131.09,158.14,154.37,129.34,136.2,192.19,0.0,True,True,False,ALPACA,NASDAQ
348,349,2020-09-18,2020-05-22,SMBC,Southern Missouri Bancorp Inc,"Savings Institutions, Not Federally Chartered",16.0,P - Purchase,24.08,52790.0,764008.0,7.0,1176211.0,23.3,23.85,28.97,29.52,32.17,34.65,40.43,40.09,45.63,45.82,44.77,44.63,44.38,0.0,-3.24,-0.96,20.31,22.59,33.6,43.9,67.9,66.49,89.49,90.28,85.92,85.34,84.3,0.0,True,True,False,ALPACA,NASDAQ
349,350,2020-09-17,2020-09-08,MRLN,Marlin Business Services Corp,State Commercial Banks,9.0,P - Purchase,7.31,186784.0,3881022.0,5.0,1960119.0,6.88,7.25,9.73,12.18,11.55,13.4,14.47,21.74,22.77,22.86,22.51,21.96,22.07,0.0,-5.88,-0.82,33.11,66.62,58.0,83.31,97.95,197.4,211.49,212.72,207.93,200.41,201.92,0.0,True,True,False,ALPACA,NASDAQ
350,351,2020-09-16,2019-11-27,BRY,Berry Corp (Bry),Crude Petroleum & Natural Gas,6.0,P - Purchase,3.81,1046094.0,19180566.0,6.0,4905390.0,3.22,3.12,3.38,3.75,4.67,4.52,5.55,5.92,6.88,6.84,5.48,5.2,7.23,0.0,-15.49,-18.11,-11.29,-1.57,22.57,18.64,45.67,55.38,80.58,79.53,43.83,36.48,89.76,0.0,False,True,False,ALPACA,
351,352,2020-09-16,2020-09-14,MCY,Mercury General Corp,"Fire, Marine & Casualty Insurance",8.0,P - Purchase,40.95,824622.0,19698352.0,4.0,30581582.0,39.89,39.71,43.69,48.67,50.94,55.94,59.31,61.77,58.35,60.23,60.2,58.27,55.62,0.0,-2.59,-3.03,6.69,18.85,24.4,36.61,44.84,50.84,42.49,47.08,47.01,42.3,35.82,0.0,True,True,False,ALPACA,NYSE
355,356,2020-09-15,2019-05-29,KOSS,Koss Corp,Household Audio & Video Equipment,6.0,P - Purchase,2.16,145064.0,4962520.0,3.0,394257.0,2.18,2.08,2.06,2.48,3.1,13.9,24.93,20.5,27.71,24.0,18.75,18.0,16.35,0.0,0.93,-3.7,-4.63,14.81,43.52,543.52,1054.17,849.07,1182.87,1011.11,768.06,733.33,656.94,0.0,False,True,False,ALPACA,
357,358,2020-09-15,2020-09-14,CHCR,Comprehensive Care Corp,Hospital & Medical Service Plans,4.0,P - Purchase,0.0,477407.0,29997039.0,2.0,97826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
356,357,2020-09-15,2020-09-14,WRK,Westrock Co,Paperboard Containers & Boxes,3.0,P - Purchase,34.54,9230.0,491582.0,2.0,341230.0,34.8,40.19,41.04,42.84,45.98,43.04,49.75,52.89,57.49,53.28,49.7,50.92,49.88,0.0,0.75,16.36,18.82,24.03,33.12,24.61,44.04,53.13,66.44,54.26,43.89,47.42,44.41,0.0,True,True,False,ALPACA,NYSE
353,354,2020-09-15,2016-09-06,ITI,"Iteris, Inc.",Communications Equipment,10.0,P - Purchase,4.33,575725.0,9025340.0,7.0,1615252.0,4.1,4.22,4.66,5.96,6.98,5.93,6.58,7.59,6.89,6.71,6.2,5.68,5.29,0.0,-5.31,-2.54,7.62,37.64,61.2,36.95,51.96,75.29,59.12,54.97,43.19,31.18,22.17,0.0,False,True,False,ALPACA,
354,355,2020-09-15,2020-09-11,HSAQ,Health Sciences Acquisitions Corp,Blank Checks,3.0,P - Purchase,11.1,2321981.0,48500917.0,5.0,37005549.0,11.05,11.01,10.95,12.0,12.65,14.06,11.21,11.24,10.2,10.24,9.95,9.77,9.79,0.0,-0.45,-0.81,-1.35,8.11,13.96,26.67,0.99,1.26,-8.11,-7.75,-10.36,-11.98,-11.8,0.0,True,True,False,ALPACA,NASDAQ
352,353,2020-09-15,2012-10-09,AMEH,"Apollo Medical Holdings, Inc.",Misc Health & Allied Services,12.0,P - Purchase,16.99,3929812.0,79462349.0,5.0,412456111.0,18.1,18.55,18.8,17.4,21.33,23.32,27.5,27.75,41.65,58.83,96.99,72.51,91.25,0.0,6.53,9.18,10.65,2.41,25.54,37.26,61.86,63.33,145.14,246.26,470.87,326.78,437.08,0.0,True,True,False,ALPACA,NASDAQ
358,359,2020-09-14,2015-08-07,WD,"Walker & Dunlop, Inc.",Finance Services,7.0,P - Purchase,51.48,87863.0,1973776.0,5.0,2781885.0,49.15,58.14,68.4,78.35,92.9,99.18,110.16,108.33,101.83,103.83,100.79,96.18,112.83,0.0,-4.53,12.94,32.87,52.2,80.46,92.66,113.99,110.43,97.8,101.69,95.78,86.83,119.17,0.0,True,True,False,ALPACA,NYSE
359,360,2020-09-14,2020-09-14,VTIQ,Vectoiq Acquisition Corp.,Blank Checks,7.0,P - Purchase,33.97,6139010.0,112537627.0,6.0,51279699.0,33.97,33.97,33.97,33.97,33.97,33.97,10.11,9.91,9.83,9.89,9.83,9.67,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.24,-70.83,-71.06,-70.89,-71.06,-71.53,-71.45,0.0,True,True,False,ALPACA,NASDAQ
360,361,2020-09-14,2012-07-23,PCYO,Pure Cycle Corp,Water Supply,4.0,P - Purchase,10.16,234763.0,20479376.0,1.0,2038616.0,9.02,9.33,10.21,10.66,11.58,11.73,13.75,15.78,14.66,13.37,15.3,14.9,13.45,0.0,-11.22,-8.17,0.49,4.92,13.98,15.45,35.33,55.31,44.29,31.59,50.59,46.65,32.38,0.0,True,True,False,ALPACA,NASDAQ
361,362,2020-09-14,2020-09-10,PSA,Public Storage,Real Estate Investment Trusts,7.0,P - Purchase,216.43,137794.0,23697656.0,1.0,30334169.0,216.68,226.44,229.62,210.12,215.54,228.47,237.3,273.26,285.94,297.13,310.74,319.27,299.73,0.0,0.12,4.63,6.09,-2.92,-0.41,5.56,9.64,26.26,32.12,37.29,43.58,47.52,38.49,0.0,True,True,False,ALPACA,NYSE
362,363,2020-09-11,2020-09-09,CNNB,"Cincinnati Bancorp, Inc.","Savings Institution, Federally Chartered",2.0,P - Purchase,8.9,6778.0,142890.0,5.0,59729.0,9.41,9.75,10.05,11.2,11.97,12.15,12.78,13.79,13.75,13.86,14.75,14.2,14.85,0.0,5.73,9.55,12.92,25.84,34.49,36.52,43.6,54.94,54.49,55.73,65.73,59.55,66.85,0.0,True,True,False,ALPACA,NASDAQ
363,364,2020-09-11,2019-12-12,OMTK,Omnitek Engineering Corp,Motor Vehicle Parts & Accessories,5.0,P - Purchase,0.0,328555.0,17389004.0,2.0,100008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
364,365,2020-09-10,2020-09-10,UHT,Universal Health Realty Income Trust,Real Estate Investment Trusts,3.0,P - Purchase,62.99,5700.0,177105.0,3.0,359598.0,51.06,54.98,52.04,62.3,60.45,62.06,70.3,69.13,68.31,69.66,60.51,55.78,57.12,0.0,-18.94,-12.72,-17.38,-1.1,-4.03,-1.48,11.61,9.75,8.45,10.59,-3.94,-11.45,-9.32,0.0,True,True,False,ALPACA,NYSE
365,366,2020-09-09,2020-09-08,XPER,Xperi Holding Corp,Semiconductors & Related Devices,8.0,P - Purchase,11.63,39150.0,1064064.0,4.0,503552.0,11.27,12.25,12.56,18.97,20.21,21.35,23.06,22.16,21.49,22.36,19.54,19.93,18.9,0.0,-3.1,5.33,8.0,63.11,73.77,83.58,98.28,90.54,84.78,92.26,68.01,71.37,62.51,0.0,True,True,False,ALPACA,NASDAQ
367,368,2020-09-09,2020-09-09,WLL,Whiting Petroleum Corp,Crude Petroleum & Natural Gas,4.0,P - Purchase,21.74,29000.0,666753.0,5.0,574353.0,16.86,17.77,15.23,24.71,26.62,27.54,35.01,36.14,45.56,51.6,44.01,42.7,55.61,0.0,-22.45,-18.26,-29.94,13.66,22.45,26.68,61.04,66.24,109.57,137.35,102.44,96.41,155.8,0.0,True,True,False,ALPACA,NYSE
366,367,2020-09-09,2017-06-08,DLPN,"Dolphin Entertainment, Inc.",Personal Services,5.0,P - Purchase,3.9,1240127.0,44586820.0,3.0,1037166.0,3.35,3.4,3.1,3.62,3.36,5.03,4.4,9.5,8.7,9.72,7.92,10.59,11.93,0.0,-14.1,-12.82,-20.51,-7.18,-13.85,28.97,12.82,143.59,123.08,149.23,103.08,171.54,205.9,0.0,True,True,False,ALPACA,NASDAQ
368,369,2020-09-08,2020-09-04,STRS,Stratus Properties Inc,Land Subdividers & Developers (No Cemeteries),7.0,P - Purchase,20.97,111285.0,2934187.0,4.0,2273156.0,20.35,23.76,22.77,24.8,24.17,27.61,28.69,32.75,26.9,24.11,27.13,28.0,31.87,0.0,-2.96,13.3,8.58,18.26,15.26,31.66,36.81,56.18,28.28,14.97,29.38,33.52,51.98,0.0,True,True,False,ALPACA,NASDAQ
371,372,2020-09-08,2020-07-08,VKIN,"Viking Investments Group, Inc.",Amusement & Recreation Services,3.0,P - Purchase,0.0,7615547.0,171092110.0,5.0,1084702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
369,370,2020-09-08,2015-06-05,BF.A,Brown Forman Corp,Beverages,6.0,P - Purchase,72.67,102046.0,15034571.0,1.0,7385473.0,66.79,69.58,68.55,72.51,71.9,70.89,66.42,68.61,73.69,70.21,67.92,66.2,65.75,0.0,-8.09,-4.25,-5.67,-0.22,-1.06,-2.45,-8.6,-5.59,1.4,-3.39,-6.54,-8.9,-9.52,0.0,True,True,False,ALPACA,NYSE
370,371,2020-09-08,2020-09-04,DDD,3D Systems Corp,Prepackaged Software,7.0,P - Purchase,5.39,405224.0,6164162.0,7.0,5215467.0,4.7,6.38,5.96,10.26,10.38,55.15,28.0,20.68,31.0,30.06,26.0,28.99,28.81,0.0,-12.8,18.37,10.58,90.35,92.58,923.19,419.48,283.67,475.14,457.7,382.37,437.85,434.51,0.0,True,True,False,ALPACA,NYSE
373,374,2020-09-04,2020-09-03,SI,Silvergate Capital Corp,State Commercial Banks,8.0,P - Purchase,14.79,75011.0,1872822.0,4.0,896138.0,13.56,15.52,25.25,41.26,66.0,158.3,126.0,136.87,118.11,99.47,88.98,106.21,101.47,0.0,-8.32,4.94,70.72,178.97,346.25,970.32,751.93,825.42,698.58,572.55,501.62,618.12,586.07,0.0,True,True,False,ALPACA,NYSE
372,373,2020-09-04,2020-09-03,LIND,"Lindblad Expeditions Holdings, Inc.",Transportation Services,7.0,P - Purchase,10.64,483520.0,6584941.0,8.0,4533556.0,8.66,9.02,7.83,13.65,15.44,19.19,20.36,17.73,17.7,17.5,11.9,13.79,13.53,0.0,-18.61,-15.23,-26.41,28.29,45.11,80.36,91.35,66.64,66.35,64.47,11.84,29.61,27.16,0.0,True,True,False,ALPACA,NASDAQ
374,375,2020-09-03,2019-02-05,NFE,New Fortress Energy LLC,Natural Gas Distribution,7.0,P - Purchase,35.7,6841264.0,301001687.0,2.0,91005613.0,35.27,47.93,36.36,43.22,51.78,51.15,44.39,45.11,43.34,39.49,31.43,26.45,26.22,0.0,-1.2,34.26,1.85,21.06,45.04,43.28,24.34,26.36,21.4,10.62,-11.96,-25.91,-26.55,0.0,True,True,False,ALPACA,NASDAQ
375,376,2020-09-03,2020-09-01,HLIT,Harmonic Inc,Radio & Tv Broadcasting & Communications Equipment,8.0,P - Purchase,5.59,149398.0,1794339.0,9.0,677668.0,5.37,5.82,6.2,6.94,7.22,7.96,8.22,8.45,7.05,7.61,7.76,9.34,8.85,0.0,-3.94,4.11,10.91,24.15,29.16,42.4,47.05,51.16,26.12,36.14,38.82,67.08,58.32,0.0,True,True,False,ALPACA,NASDAQ
376,377,2020-09-03,2020-09-02,NVCR,Novocure Ltd,Surgical & Medical Instruments & Apparatus,4.0,P - Purchase,85.45,159200.0,7428443.0,2.0,1688904.0,105.12,128.2,127.02,135.03,161.0,188.85,132.26,195.0,201.86,216.94,183.79,135.0,129.5,0.0,23.02,50.03,48.65,58.02,88.41,121.01,54.78,128.2,136.23,153.88,115.08,57.99,51.55,0.0,False,True,False,ALPACA,
377,378,2020-09-03,2020-09-02,IVZ,Invesco Ltd.,Investment Advice,7.0,P - Purchase,10.33,403240.0,4772178.0,9.0,5038580.0,9.97,12.56,13.47,17.36,16.6,22.33,24.68,26.48,28.14,28.87,23.85,24.62,24.11,0.0,-3.48,21.59,30.4,68.05,60.7,116.17,138.92,156.34,172.41,179.48,130.88,138.33,133.4,0.0,True,True,False,ALPACA,NYSE
378,379,2020-09-02,2020-09-01,SKLN,Skyline Medical Inc.,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",7.0,P - Purchase,0.0,1678904.0,55288557.0,3.0,319992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
379,380,2020-09-02,2019-01-16,SIC,"Select Interior Concepts, Inc.",Residential Bldg Contractors,9.0,P - Purchase,6.28,1370996.0,30094294.0,5.0,10789321.0,6.46,6.9,6.73,7.6,7.38,8.73,8.53,7.32,11.3,10.98,10.1,14.29,14.41,0.0,2.87,9.87,7.17,21.02,17.52,39.01,35.83,16.56,79.94,74.84,60.83,127.55,129.46,0.0,False,True,False,ALPACA,
381,382,2020-09-01,2020-09-01,PNBK,Patriot National Bancorp Inc,National Commercial Banks,8.0,P - Purchase,6.89,208246.0,34506415.0,1.0,311852.0,6.01,6.92,6.81,7.99,10.0,9.92,10.99,9.84,8.42,8.24,9.14,9.28,9.48,0.0,-12.77,0.44,-1.16,15.97,45.14,43.98,59.51,42.82,22.21,19.59,32.66,34.69,37.59,0.0,True,True,False,ALPACA,NASDAQ
380,381,2020-09-01,2020-08-10,OSH,"Oak Street Health, Inc.",Health Services,6.0,P - Purchase,48.44,22260.0,1712998.0,1.0,467460.0,38.2,53.89,50.53,47.7,62.88,53.35,55.13,62.76,63.75,60.0,57.88,53.83,51.5,0.0,-21.14,11.25,4.31,-1.53,29.81,10.14,13.81,29.56,31.61,23.86,19.49,11.13,6.32,0.0,True,True,False,ALPACA,NYSE
383,384,2020-08-31,2020-08-27,WSTL,Westell Technologies Inc,Telephone & Telegraph Apparatus,10.0,P - Purchase,1.08,226253.0,2617849.0,9.0,233130.0,1.12,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,15.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,ALPACA,
382,383,2020-08-31,2020-08-26,ACM,Aecom,Engineering Services,6.0,P - Purchase,39.68,246819.0,6742772.0,4.0,9828251.0,38.98,41.91,42.61,52.27,48.78,54.02,57.3,65.9,64.37,64.75,62.95,62.01,64.28,0.0,-1.76,5.62,7.38,31.73,22.93,36.14,44.41,66.08,62.22,63.18,58.64,56.28,62.0,0.0,True,True,False,ALPACA,NYSE
384,385,2020-08-27,2020-08-26,CALB,California Bancorp,State Commercial Banks,2.0,P - Purchase,12.48,16704.0,321136.0,5.0,221495.0,12.2,11.08,13.02,16.31,16.68,13.35,16.27,17.13,19.17,18.3,17.76,18.0,17.27,0.0,-2.24,-11.22,4.33,30.69,33.65,6.97,30.37,37.26,53.61,46.63,42.31,44.23,38.38,0.0,True,True,False,ALPACA,NASDAQ
385,386,2020-08-26,2014-05-07,MCBC,Macatawa Bank Corp,State Commercial Banks,11.0,P - Purchase,7.18,324019.0,7347272.0,5.0,1495120.0,6.89,6.02,6.94,7.51,8.38,8.16,9.0,9.64,9.52,9.48,8.44,8.03,7.94,0.0,-4.04,-16.16,-3.34,4.6,16.71,13.65,25.35,34.26,32.59,32.03,17.55,11.84,10.58,0.0,True,True,False,ALPACA,NASDAQ
386,387,2020-08-25,2020-08-21,RRR,"Red Rock Resorts, Inc.",Hotels & Motels,3.0,P - Purchase,17.02,8432025.0,99748510.0,9.0,139231099.0,17.66,16.42,18.48,21.84,24.33,23.65,30.15,32.79,39.0,45.12,42.44,39.61,47.01,0.0,3.76,-3.53,8.58,28.32,42.95,38.95,77.14,92.66,129.14,165.1,149.35,132.73,176.2,0.0,True,True,False,ALPACA,NASDAQ
387,388,2020-08-25,2020-08-21,KRNY,Kearny Financial Corp.,"Savings Institution, Federally Chartered",6.0,P - Purchase,7.57,73092.0,898514.0,9.0,776253.0,7.24,6.72,8.41,9.54,10.22,9.96,11.36,11.72,12.75,12.81,11.66,11.81,12.59,0.0,-4.36,-11.23,11.1,26.02,35.01,31.57,50.07,54.82,68.43,69.22,54.03,56.01,66.31,0.0,True,True,False,ALPACA,NASDAQ
388,389,2020-08-25,2015-09-30,PPSI,"Pioneer Power Solutions, Inc.","Power, Distribution & Specialty Transformers",5.0,P - Purchase,1.73,35895.0,4791651.0,1.0,94616.0,1.31,1.35,2.85,3.39,3.86,8.18,6.72,4.91,3.22,3.86,4.94,3.94,3.83,0.0,-24.28,-21.97,64.74,95.95,123.12,372.83,288.44,183.82,86.13,123.12,185.55,127.75,121.39,0.0,True,True,False,ALPACA,NASDAQ
391,392,2020-08-24,2012-08-07,SKT,"Tanger Factory Outlet Centers, Inc",Real Estate Investment Trusts,8.0,P - Purchase,5.66,65309.0,1892116.0,4.0,1304255.0,5.46,5.52,6.23,8.23,10.55,16.19,16.43,14.83,15.92,17.63,18.61,16.85,16.9,0.0,-3.53,-2.47,10.07,45.41,86.4,186.04,190.28,162.01,181.27,211.48,228.8,197.7,198.59,0.0,True,True,False,ALPACA,NYSE
393,394,2020-08-24,2020-08-21,MTNB,"Matinas Biopharma Holdings, Inc.",Pharmaceutical Preparations,10.0,P - Purchase,0.8,1157037.0,19020444.0,6.0,1138734.0,0.69,0.79,0.85,0.78,1.06,1.61,1.38,1.07,0.75,0.77,0.78,0.75,0.81,0.0,-13.75,-1.25,6.25,-2.5,32.5,101.25,72.5,33.75,-6.25,-3.75,-2.5,-6.25,1.25,0.0,True,True,False,ALPACA,AMEX
392,393,2020-08-24,2020-08-20,MSBI,"Midland States Bancorp, Inc.",State Commercial Banks,10.0,P - Purchase,14.11,67585.0,1288451.0,6.0,1539295.0,13.64,11.97,13.43,17.29,16.79,17.75,23.34,26.69,27.99,27.43,25.25,24.36,24.95,0.0,-3.33,-15.17,-4.82,22.54,18.99,25.8,65.41,89.16,98.37,94.4,78.95,72.64,76.82,0.0,True,True,False,ALPACA,NASDAQ
390,391,2020-08-24,2017-12-12,LBC,Luther Burbank Corp,State Commercial Banks,15.0,P - Purchase,9.07,109332.0,11753513.0,1.0,1091170.0,8.85,7.69,9.22,10.13,10.36,9.57,10.37,11.36,11.95,11.91,11.94,12.55,12.3,0.0,-2.43,-15.21,1.65,11.69,14.22,5.51,14.33,25.25,31.75,31.31,31.64,38.37,35.61,0.0,True,True,False,ALPACA,NASDAQ
389,390,2020-08-24,2014-12-02,PWR,"Quanta Services, Inc.",Electrical Work,6.0,P - Purchase,50.96,59405.0,2332092.0,3.0,1723966.0,52.3,50.85,61.54,67.46,68.73,73.04,83.85,89.63,97.04,95.55,89.27,89.5,115.19,0.0,2.63,-0.22,20.76,32.38,34.87,43.33,64.54,75.88,90.42,87.5,75.18,75.63,126.04,0.0,True,True,False,ALPACA,NYSE
394,395,2020-08-21,2020-08-18,AEY,Addvantage Technologies Group Inc,Durable Goods,9.0,P - Purchase,2.39,108187.0,2986329.0,4.0,264203.0,2.15,1.88,2.01,2.06,3.59,3.11,3.13,2.6,2.14,2.52,2.61,2.19,2.5,0.0,-10.04,-21.34,-15.9,-13.81,50.21,30.13,30.96,8.79,-10.46,5.44,9.21,-8.37,4.6,0.0,True,True,False,ALPACA,NASDAQ
395,396,2020-08-20,2020-08-19,HPP,"Hudson Pacific Properties, Inc.",Real Estate,10.0,P - Purchase,23.06,4318413.0,52456956.0,9.0,67583733.0,22.32,20.53,19.65,24.75,24.19,23.12,26.03,26.76,26.39,28.45,27.5,26.53,27.0,0.0,-3.21,-10.97,-14.79,7.33,4.9,0.26,12.88,16.05,14.44,23.37,19.25,15.05,17.09,0.0,True,True,False,ALPACA,NYSE
396,397,2020-08-20,2020-08-19,TPR,"Tapestry, Inc.",Leather & Leather Products,3.0,P - Purchase,14.87,56880.0,2097723.0,3.0,1674263.0,14.62,16.11,20.47,27.58,29.47,31.55,41.21,41.38,45.15,44.94,42.21,42.62,40.3,0.0,-1.68,8.34,37.66,85.47,98.18,112.17,177.14,178.28,203.63,202.22,183.86,186.62,171.02,0.0,True,True,False,ALPACA,NYSE
397,398,2020-08-20,2018-10-24,NBTB,Nbt Bancorp Inc,National Commercial Banks,3.0,P - Purchase,30.09,6925.0,142830.0,5.0,214415.0,28.72,25.72,27.39,29.49,31.83,33.15,36.95,39.11,39.96,38.96,35.06,34.84,35.1,0.0,-4.55,-14.52,-8.97,-1.99,5.78,10.17,22.8,29.98,32.8,29.48,16.52,15.79,16.65,0.0,True,True,False,ALPACA,NASDAQ
398,399,2020-08-20,2020-03-13,WLK,Westlake Chemical Corp,Industrial Organic Chemicals,2.0,P - Purchase,59.43,2795000.0,93419778.0,3.0,100100068.0,61.82,61.63,69.45,73.83,81.09,75.91,87.18,89.56,102.39,101.11,90.55,82.77,86.57,0.0,4.02,3.7,16.86,24.23,36.45,27.73,46.69,50.7,72.29,70.13,52.36,39.27,45.67,0.0,True,True,False,ALPACA,NYSE
399,400,2020-08-19,2020-08-18,HOMB,Home Bancshares Inc,State Commercial Banks,12.0,P - Purchase,16.3,128177.0,9394834.0,1.0,3013788.0,16.13,15.3,16.16,17.95,18.81,20.66,22.75,25.33,27.44,27.27,25.04,20.9,21.88,0.0,-1.04,-6.13,-0.86,10.12,15.4,26.75,39.57,55.4,68.34,67.3,53.62,28.22,34.23,0.0,True,True,False,ALPACA,NASDAQ
400,401,2020-08-19,2020-08-17,JJSF,J&j Snack Foods Corp,Cookies & Crackers,8.0,P - Purchase,131.31,147705.0,4036949.0,4.0,18999027.0,137.85,124.89,128.04,159.84,151.25,149.96,149.3,157.02,163.76,170.12,173.7,164.12,161.57,0.0,4.98,-4.89,-2.49,21.73,15.19,14.2,13.7,19.58,24.71,29.56,32.28,24.99,23.04,0.0,True,True,False,ALPACA,NASDAQ
401,402,2020-08-19,2016-02-23,CSII,Cardiovascular Systems Inc,Surgical & Medical Instruments & Apparatus,8.0,P - Purchase,32.35,413770.0,5718867.0,8.0,4174202.0,32.33,34.63,38.11,35.58,39.03,46.63,41.25,37.5,35.69,38.11,42.52,41.0,36.98,0.0,-0.06,7.05,17.81,9.98,20.65,44.14,27.51,15.92,10.32,17.81,31.44,26.74,14.31,0.0,True,True,False,ALPACA,NASDAQ
403,404,2020-08-18,2020-08-14,AMPH,"Amphastar Pharmaceuticals, Inc.",Pharmaceutical Preparations,8.0,P - Purchase,20.23,66100.0,11531232.0,1.0,921999.0,19.85,18.82,21.02,19.39,18.91,18.7,18.05,18.11,19.18,19.4,20.32,20.7,19.42,0.0,-1.88,-6.97,3.91,-4.15,-6.52,-7.56,-10.78,-10.48,-5.19,-4.1,0.44,2.32,-4.0,0.0,True,True,False,ALPACA,NASDAQ
402,403,2020-08-18,2020-08-14,APG,Api Group Corp,Special Trade Contractors,3.0,P - Purchase,15.2,82100.0,3228412.0,3.0,1182809.0,13.68,14.54,15.36,15.72,17.94,18.47,19.38,19.49,20.75,20.34,21.0,23.2,23.11,0.0,-10.0,-4.34,1.05,3.42,18.03,21.51,27.5,28.22,36.51,33.82,38.16,52.63,52.04,0.0,True,True,False,ALPACA,NYSE
404,405,2020-08-17,2020-08-13,JSM,Navient Corp,"Security Brokers, Dealers & Flotation Companies",7.0,P - Purchase,21.36,185300.0,3174581.0,6.0,1724420.0,20.43,22.02,20.86,21.7,22.78,22.96,23.29,23.19,23.6,23.65,24.83,25.03,25.28,0.0,-4.35,3.09,-2.34,1.59,6.65,7.49,9.04,8.57,10.49,10.72,16.25,17.18,18.35,0.0,True,True,False,ALPACA,NASDAQ
