Unnamed: 0,idx,Filing_Date,Trade_Date,Ticker,Company_Name,Industry,Insider_Amount,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1yr,2yr,2w%,1m%,2m%,3m%,4m%,5m%,6m%,7m%,8m%,9m%,10m%,11m%,1yr%,2yr%,active,done,skip
586,587,2021-02-05 16:55:45,2021-02-04,ESQ,"Esquire Financial Holdings, Inc.",Commercial Banks,11.0,P - Purchase,21.61,128918.0,864277.0,18.0,2210903.0,22.25,25.77,23.4,23.05,24.66,23.21,24.35,27.1,31.5,0.0,0.0,0.0,0.0,0.0,2.96,19.25,8.28,6.66,14.11,7.4,12.68,25.4,45.77,0.0,0.0,0.0,0.0,0.0,True,True,False
583,584,2021-02-08 16:32:57,2021-02-04,ANTM,"Anthem, Inc.",Hospital & Medical Service Plans,2.0,P - Purchase,295.903047,9300.0,29537.0,46.0,2507403.0,290.06,331.39,351.9,383.71,394.06,383.78,389.61,373.29,431.17,0.0,0.0,0.0,0.0,0.0,-1.97,11.99,18.92,29.67,33.17,29.7,31.67,26.15,45.71,0.0,0.0,0.0,0.0,0.0,True,True,False
592,593,2021-02-04 16:00:34,2021-02-03,CFR,"Cullen/frost Bankers, Inc.",National Commercial Banks,10.0,P - Purchase,91.831585,384525.0,1269990.0,43.0,33950049.0,101.15,110.69,108.32,119.54,121.92,104.74,110.31,112.48,129.97,0.0,0.0,0.0,0.0,0.0,10.15,20.54,17.96,30.17,32.76,14.06,20.12,22.49,41.53,0.0,0.0,0.0,0.0,0.0,True,True,False
454,455,2021-03-01 17:27:42,2021-02-03,BFST,"Business First Bancshares, Inc.",State Commercial Banks,13.0,P - Purchase,20.165626,77917.0,489869.0,19.0,1486732.0,21.74,23.31,24.15,23.61,24.27,22.33,23.34,22.27,25.64,0.0,0.0,0.0,0.0,0.0,7.81,15.59,19.76,17.08,20.35,10.73,15.74,10.44,27.15,0.0,0.0,0.0,0.0,0.0,False,True,False
591,592,2021-02-04 17:17:47,2021-02-03,TSRI,Tsr Inc,Computer Programming Services,3.0,P - Purchase,9.25,439438.0,1020732.0,76.0,3208117.0,10.04,7.99,8.85,9.0,8.2,10.1,8.9,11.51,9.38,0.0,0.0,0.0,0.0,0.0,8.54,-13.62,-4.32,-2.7,-11.35,9.19,-3.78,24.43,1.41,0.0,0.0,0.0,0.0,0.0,True,True,False
590,591,2021-02-04 17:24:40,2021-02-03,FFIN,First Financial Bankshares Inc,State Commercial Banks,14.0,P - Purchase,38.763515,487390.0,3201107.0,18.0,16493390.0,43.07,46.87,46.84,49.5,50.98,47.34,48.23,44.61,49.61,0.0,0.0,0.0,0.0,0.0,11.11,20.91,20.84,27.7,31.52,22.13,24.42,15.08,27.98,0.0,0.0,0.0,0.0,0.0,True,True,False
603,604,2021-02-02 17:22:31,2021-02-02,BKSC,Bank of South Carolina Corp,State Commercial Banks,18.0,P - Purchase,15.839129,862211.0,1450655.0,147.0,13398699.0,17.49,17.98,22.12,20.8,19.59,19.93,22.78,20.34,20.2,0.0,0.0,0.0,0.0,0.0,10.42,13.52,39.65,31.32,23.68,25.83,43.82,28.42,27.53,0.0,0.0,0.0,0.0,0.0,True,True,False
597,598,2021-02-04 10:04:48,2021-02-02,EFSC,Enterprise Financial Services Corp,State Commercial Banks,7.0,P - Purchase,35.722318,72155.0,547442.0,15.0,2496710.0,40.04,46.12,49.14,49.05,49.59,43.63,44.69,43.82,48.78,0.0,0.0,0.0,0.0,0.0,12.09,29.11,37.56,37.31,38.82,22.14,25.1,22.67,36.55,0.0,0.0,0.0,0.0,0.0,True,True,False
114,115,2021-04-15 16:03:44,2021-02-02,MRVL,Marvell Technology Group Ltd,Semiconductors & Related Devices,4.0,P - Purchase,53.828742,27994.0,180632.0,18.0,430624.0,51.04,42.23,50.4,43.59,47.62,55.15,62.04,61.8,67.39,0.0,0.0,0.0,0.0,0.0,-5.18,-21.55,-6.37,-19.02,-11.53,2.45,15.25,14.81,25.19,0.0,0.0,0.0,0.0,0.0,True,True,False
608,609,2021-02-02 16:15:14,2021-02-01,ARAY,Accuray Inc,Surgical & Medical Instruments & Apparatus,7.0,P - Purchase,5.02,497495.0,1940702.0,34.0,2671256.0,5.62,5.06,5.03,4.58,4.24,4.26,4.09,3.76,4.25,0.0,0.0,0.0,0.0,0.0,11.95,0.8,0.2,-8.76,-15.54,-15.14,-18.53,-25.1,-15.34,0.0,0.0,0.0,0.0,0.0,True,True,False
609,610,2021-02-02 13:45:40,2021-02-01,SAL,Salisbury Bancorp Inc,"Savings Institution, Federally Chartered",11.0,P - Purchase,36.058736,25983.0,266883.0,11.0,803025.0,40.01,43.78,43.36,47.13,45.89,48.04,48.21,50.61,51.71,0.0,0.0,0.0,0.0,0.0,10.96,21.41,20.25,30.7,27.26,33.23,33.7,40.35,43.4,0.0,0.0,0.0,0.0,0.0,True,True,False
610,611,2021-02-02 10:43:23,2021-02-01,SRGA,"Surgalign Holdings, Inc.","Orthopedic, Prosthetic & Surgical Appliances & Supplies",6.0,P - Purchase,1.74,3658204.0,10923623.0,50.0,5487308.0,2.5,2.3,2.22,1.78,1.81,1.23,1.06,1.45,1.03,0.0,0.0,0.0,0.0,0.0,43.68,32.18,27.59,2.3,4.02,-29.31,-39.08,-16.67,-40.8,0.0,0.0,0.0,0.0,0.0,False,True,False
598,599,2021-02-03 18:14:09,2021-02-01,UMBF,Umb Financial Corp,National Commercial Banks,11.0,P - Purchase,71.20588,27918.0,99139.0,39.0,1773453.0,79.43,92.04,92.31,96.66,97.31,86.2,92.56,88.97,103.06,0.0,0.0,0.0,0.0,0.0,11.55,29.26,29.64,35.75,36.66,21.06,29.99,24.95,44.74,0.0,0.0,0.0,0.0,0.0,False,True,False
615,616,2021-02-01 17:16:06,2021-02-01,CHMG,Chemung Financial Corp,State Commercial Banks,17.0,P - Purchase,33.333839,145259.0,777807.0,23.0,4011695.0,34.69,41.58,42.4,42.86,45.78,42.84,45.64,47.03,45.61,0.0,0.0,0.0,0.0,0.0,4.07,24.74,27.2,28.58,37.34,28.52,36.92,41.09,36.83,0.0,0.0,0.0,0.0,0.0,True,True,False
617,618,2021-02-01 16:15:50,2021-01-29,PXLW,"Pixelworks, Inc",Semiconductors & Related Devices,17.0,P - Purchase,3.15,1786899.0,6446827.0,38.0,4040157.0,3.88,3.69,3.34,3.23,3.25,3.5,2.86,7.1,4.6,4.12,0.0,0.0,0.0,0.0,23.17,17.14,6.03,2.54,3.17,11.11,-9.21,125.4,46.03,30.79,0.0,0.0,0.0,0.0,True,True,False
616,617,2021-02-01 16:50:10,2021-01-29,ESSA,"Essa Bancorp, Inc.","Savings Institutions, Not Federally Chartered",8.0,P - Purchase,13.820394,21885.0,238912.0,10.0,272242.0,15.12,15.75,16.14,15.04,15.58,16.58,16.19,16.86,16.43,16.11,0.0,0.0,0.0,0.0,9.4,13.96,16.78,8.82,12.73,19.97,17.15,21.99,18.88,16.57,0.0,0.0,0.0,0.0,True,True,False
604,605,2021-02-02 17:02:42,2021-01-29,MPX,Marine Products Corp,Ship & Boat Building & Repairing,6.0,P - Purchase,15.931269,23250.0,26534.0,708.0,323550.0,17.82,17.44,16.13,17.38,16.02,15.39,15.96,14.28,12.65,0.0,0.0,0.0,0.0,0.0,11.86,9.47,1.25,9.09,0.56,-3.4,0.18,-10.36,-20.6,0.0,0.0,0.0,0.0,0.0,True,True,False
605,606,2021-02-02 16:50:13,2021-01-29,QUMU,Qumu Corp,Prepackaged Software,17.0,P - Purchase,7.64,765324.0,2564355.0,43.0,2734102.0,10.08,9.18,6.35,5.71,4.78,2.91,2.59,2.86,2.11,0.0,0.0,0.0,0.0,0.0,31.94,20.16,-16.88,-25.26,-37.43,-61.91,-66.1,-62.57,-72.38,0.0,0.0,0.0,0.0,0.0,True,True,False
614,615,2021-02-01 18:44:25,2021-01-28,TXN,Texas Instruments Inc,Semiconductors & Related Devices,2.0,P - Purchase,163.656785,17875.0,40365.0,79.0,2030328.0,176.93,174.54,184.6,178.54,185.9,190.16,187.41,187.44,192.29,0.0,0.0,0.0,0.0,0.0,8.11,6.65,12.8,9.09,13.59,16.19,14.51,14.53,17.5,0.0,0.0,0.0,0.0,0.0,False,True,False
623,624,2021-01-28 16:11:51,2021-01-26,INTC,Intel Corp,Semiconductors & Related Devices,4.0,P - Purchase,53.920546,286388.0,754790.0,61.0,15824267.0,60.81,61.63,62.59,56.44,56.31,55.37,52.81,53.04,53.78,0.0,0.0,0.0,0.0,0.0,12.78,14.3,16.08,4.67,4.43,2.69,-2.06,-1.63,-0.26,0.0,0.0,0.0,0.0,0.0,True,True,False
627,628,2021-01-26 16:30:26,2021-01-25,FCEL,Fuelcell Energy Inc,"Miscellaneous Electrical Machinery, Equipment & Supplies",7.0,P - Purchase,18.06,20999500.0,34818527.0,152.0,31276293.0,24.12,16.12,14.7,8.16,7.99,9.5,6.7,6.13,6.35,7.4,0.0,0.0,0.0,0.0,33.55,-10.74,-18.6,-54.82,-55.76,-47.4,-62.9,-66.06,-64.84,-59.03,0.0,0.0,0.0,0.0,True,True,False
635,636,2021-01-25 14:17:18,2021-01-25,SASR,Sandy Spring Bancorp Inc,National Commercial Banks,13.0,P - Purchase,35.851591,51220.0,410234.0,14.0,1269817.0,34.64,37.0,41.39,41.35,45.5,44.48,39.49,43.08,47.27,47.96,0.0,0.0,0.0,0.0,-3.38,3.2,15.45,15.34,26.91,24.07,10.15,20.16,31.85,33.77,0.0,0.0,0.0,0.0,False,True,False
633,634,2021-01-25 18:11:46,2021-01-25,NTIC,Northern Technologies International Corp,"Coating, Engraving & Allied Services",4.0,P - Purchase,14.360324,8600.0,11100.0,344.0,111946.0,14.58,15.9,15.45,14.61,16.33,16.94,19.12,17.23,17.28,16.09,0.0,0.0,0.0,0.0,1.53,10.72,7.59,1.74,13.72,17.96,33.14,19.98,20.33,12.04,0.0,0.0,0.0,0.0,True,True,False
629,630,2021-01-26 14:56:36,2021-01-22,NC,Nacco Industries Inc,"Industrial Trucks, Tractors, Trailors & Stackers",27.0,P - Purchase,22.845324,665005.0,3010438.0,28.0,14367195.0,25.7,24.6,20.87,21.32,24.3,25.18,24.53,25.1,34.09,32.32,0.0,0.0,0.0,0.0,12.5,7.68,-8.65,-6.68,6.37,10.22,7.37,9.87,49.22,41.47,0.0,0.0,0.0,0.0,True,True,False
27,28,2021-07-02 14:30:44,2021-01-22,HBB,Hamilton Beach Brands Holding Co,Electric Housewares & Fans,27.0,P - Purchase,16.849912,777402.0,4576861.0,20.0,10105617.0,19.33,17.58,18.8,20.02,22.82,23.39,19.61,17.0,15.48,15.4,0.0,0.0,0.0,0.0,14.72,4.33,11.57,18.81,35.43,38.81,16.38,0.89,-8.13,-8.6,0.0,0.0,0.0,0.0,False,True,False
639,640,2021-01-22 12:40:13,2021-01-21,AFBI,"Affinity Bancshares, Inc.","Savings Institutions, Not Federally Chartered",2.0,P - Purchase,10.85,9970.0,18580.0,116.0,107694.0,10.75,11.1,12.0,12.24,12.59,12.65,13.22,13.69,13.9,14.37,0.0,0.0,0.0,0.0,-0.92,2.3,10.6,12.81,16.04,16.59,21.84,26.18,28.11,32.44,0.0,0.0,0.0,0.0,True,True,False
636,637,2021-01-22 21:43:35,2021-01-21,DRVN,Driven Brands Holdings Inc.,"Automotive Repair, Services & Parking",3.0,P - Purchase,31.42,47220.0,372798.0,15.0,1373526.0,32.35,31.27,23.83,25.0,28.34,29.4,30.64,29.45,28.72,32.36,0.0,0.0,0.0,0.0,2.96,-0.48,-24.16,-20.43,-9.8,-6.43,-2.48,-6.27,-8.59,2.99,0.0,0.0,0.0,0.0,True,True,False
645,646,2021-01-20 10:59:13,2021-01-15,ZDGE,"Zedge, Inc.",Prepackaged Software,4.0,P - Purchase,6.58,517927.0,2242447.0,30.0,1442411.0,7.45,13.96,14.74,13.85,11.23,19.1,17.26,14.8,12.3,13.3,0.0,0.0,0.0,0.0,13.22,112.16,124.01,110.49,70.67,190.27,162.31,124.92,86.93,102.13,0.0,0.0,0.0,0.0,True,True,False
649,650,2021-01-19 16:08:32,2021-01-15,OMI,Owens & Minor Inc/va/,"Medical, Dental & Hospital Equipment & Supplies",6.0,P - Purchase,26.844859,204689.0,426293.0,92.0,2381148.0,29.01,27.53,36.45,37.98,33.77,46.92,43.48,37.36,31.82,32.58,0.0,0.0,0.0,0.0,8.07,2.55,35.78,41.48,25.8,74.78,61.97,39.17,18.53,21.36,0.0,0.0,0.0,0.0,True,True,False
650,651,2021-01-15 17:57:59,2021-01-15,USAC,Us Alliance Corp,Life Insurance,3.0,P - Purchase,13.450423,52000.0,571800.0,10.0,57200.0,12.06,13.61,14.27,13.94,14.35,15.32,15.77,14.02,16.18,17.26,0.0,0.0,0.0,0.0,-10.34,1.19,6.09,3.64,6.69,13.9,17.25,4.23,20.29,28.32,0.0,0.0,0.0,0.0,True,True,False
648,649,2021-01-19 17:10:18,2021-01-14,MCADU,Mountain Crest Acquisition Corp II,Blank Checks,3.0,P - Purchase,10.72,427500.0,4722000.0,10.0,4275000.0,10.28,10.51,10.17,10.64,10.71,10.58,10.59,10.51,10.69,10.75,0.0,0.0,0.0,0.0,-4.1,-1.96,-5.13,-0.75,-0.09,-1.31,-1.21,-1.96,-0.28,0.28,0.0,0.0,0.0,0.0,True,True,False
655,656,2021-01-13 16:05:18,2021-01-11,GBIO,Generation Bio Co.,Pharmaceutical Preparations,8.0,P - Purchase,27.61,3629489.0,18641273.0,24.0,69094981.0,26.59,33.54,35.21,25.85,30.42,26.88,20.47,22.09,24.41,22.06,0.0,0.0,0.0,0.0,-3.69,21.48,27.53,-6.37,10.18,-2.64,-25.86,-19.99,-11.59,-20.1,0.0,0.0,0.0,0.0,True,True,False
667,668,2021-01-08 16:15:07,2021-01-08,ALRN,Aileron Therapeutics Inc,Pharmaceutical Preparations,20.0,P - Purchase,1.25,15719370.0,30973196.0,103.0,50650712.0,2.19,2.26,1.37,1.4,1.17,1.4,1.11,1.08,1.08,0.97,0.0,0.0,0.0,0.0,75.2,80.8,9.6,12.0,-6.4,12.0,-11.2,-13.6,-13.6,-22.4,0.0,0.0,0.0,0.0,True,True,False
662,663,2021-01-11 09:01:06,2021-01-08,CAG,Conagra Brands Inc.,Food & Kindred Products,7.0,P - Purchase,32.854123,114012.0,505657.0,29.0,3662447.0,34.04,34.14,35.56,36.41,37.28,36.51,33.99,33.59,33.58,33.06,0.0,0.0,0.0,0.0,3.61,3.91,8.24,10.82,13.47,11.13,3.46,2.24,2.21,0.63,0.0,0.0,0.0,0.0,True,True,False
654,655,2021-01-13 16:21:38,2021-01-07,DMTK,"Dermtech, Inc.","Security Brokers, Dealers & Flotation Companies",5.0,P - Purchase,35.48,987885.0,8685540.0,13.0,14808084.0,39.2,55.95,50.67,49.38,33.83,41.0,36.49,32.18,32.84,31.95,0.0,0.0,0.0,0.0,10.48,57.69,42.81,39.18,-4.65,15.56,2.85,-9.3,-7.44,-9.95,0.0,0.0,0.0,0.0,True,True,False
663,664,2021-01-08 21:46:57,2021-01-06,WRLD,World Acceptance Corp,Personal Credit Institutions,2.0,P - Purchase,107.49,483094.0,3489291.0,16.0,31719865.0,124.53,135.62,149.54,130.49,133.05,163.62,166.34,180.6,192.7,196.11,0.0,0.0,0.0,0.0,15.85,26.17,39.12,21.4,23.78,52.22,54.75,68.02,79.27,82.44,0.0,0.0,0.0,0.0,True,True,False
669,670,2021-01-07 21:44:36,2021-01-05,IP,Party City Holdco Inc.,Miscellaneous Retail,10.0,P - Purchase,44.508923,7322629.0,18378572.0,66.0,23706303.0,46.41,45.74,48.97,49.82,53.53,60.36,57.03,54.63,52.35,53.61,0.0,0.0,0.0,0.0,4.27,2.77,10.02,11.93,20.27,35.61,28.13,22.74,17.62,20.45,0.0,0.0,0.0,0.0,False,True,False
352,353,2021-03-10 17:01:07,2021-01-04,APRN,"Blue Apron Holdings, Inc.",Catalog & Mail-Order Houses,6.0,P - Purchase,5.62,738826.0,2169152.0,52.0,4323450.0,7.6,9.0,8.04,6.52,5.9,5.13,4.14,4.44,5.49,8.26,0.0,0.0,0.0,0.0,35.23,60.14,43.06,16.01,4.98,-8.72,-26.33,-21.0,-2.31,46.98,0.0,0.0,0.0,0.0,True,True,False
611,612,2021-02-02 09:38:27,2020-12-31,BUSE,First Busey Corp /nv/,State Commercial Banks,19.0,P - Purchase,20.528662,499398.0,4242091.0,13.0,6019918.0,22.68,21.02,23.63,24.99,24.3,26.79,23.84,23.5,22.21,24.81,0.0,0.0,0.0,0.0,10.48,2.39,15.11,21.73,18.37,30.5,16.13,14.47,8.19,20.86,0.0,0.0,0.0,0.0,True,True,False
668,669,2021-01-08 11:41:03,2020-12-31,REI,"Ring Energy, Inc.",Crude Petroleum & Natural Gas,11.0,P - Purchase,0.669,2667894.0,17261994.0,18.0,13600501.0,1.14,1.23,2.18,2.37,2.19,2.69,3.15,2.59,2.49,3.51,0.0,0.0,0.0,0.0,70.4,83.86,225.86,254.26,227.35,302.09,370.85,287.14,272.2,424.66,0.0,0.0,0.0,0.0,True,True,False
596,597,2021-02-04 10:23:25,2020-12-31,SSP,E.W. Scripps Co,Television Broadcasting Stations,11.0,P - Purchase,15.2,1683302.0,8258663.0,26.0,28340434.0,15.64,15.64,20.98,19.43,21.5,20.83,20.04,18.74,17.58,18.6,0.0,0.0,0.0,0.0,2.89,2.89,38.03,27.83,41.45,37.04,31.84,23.29,15.66,22.37,0.0,0.0,0.0,0.0,True,True,False
680,681,2021-01-04 16:47:04,2020-12-31,BNED,"Barnes & Noble Education, Inc.",Miscellaneous Shopping Goods Stores,7.0,P - Purchase,4.85,5428426.0,17310670.0,46.0,45965913.0,5.06,6.3,7.02,8.24,7.59,9.08,8.72,7.9,10.19,10.65,0.0,0.0,0.0,0.0,4.33,29.9,44.74,69.9,56.49,87.22,79.79,62.89,110.1,119.59,0.0,0.0,0.0,0.0,False,True,False
685,686,2020-12-31 16:01:51,2020-12-29,ODT,"Odonate Therapeutics, Inc.",Pharmaceutical Preparations,5.0,P - Purchase,16.97,10810526.0,27400725.0,65.0,198732214.0,19.26,22.65,18.64,3.47,3.38,3.9,4.05,3.5,3.02,2.89,0.0,0.0,0.0,0.0,13.49,33.47,9.84,-79.55,-80.08,-77.02,-76.13,-79.38,-82.2,-82.97,0.0,0.0,0.0,0.0,False,True,False
687,688,2020-12-30 21:10:27,2020-12-28,FCBP,First Choice Bancorp,State Commercial Banks,17.0,P - Purchase,17.746171,236378.0,1931783.0,14.0,5029515.0,19.13,18.95,20.53,23.83,24.56,32.11,30.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,6.78,15.69,34.28,38.4,80.94,71.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
689,690,2020-12-30 17:01:51,2020-12-28,IEP,Icahn Enterprises L.P.,Motor Vehicle Parts & Accessories,8.0,P - Purchase,45.733764,15807293.0,133034021.0,13.0,628393506.0,49.0,51.04,61.58,49.79,53.94,54.7,54.12,55.76,51.96,50.3,0.0,0.0,0.0,0.0,7.14,11.6,34.65,8.87,17.94,19.61,18.34,21.92,13.61,9.98,0.0,0.0,0.0,0.0,True,True,False
694,695,2020-12-29 10:15:29,2020-12-23,PZG,Paramount Gold Nevada Corp.,Metal Mining,8.0,P - Purchase,1.05,2249951.0,5092561.0,79.0,2400271.0,1.17,1.13,1.13,1.11,1.05,1.06,1.01,0.93,0.85,0.81,0.0,0.0,0.0,0.0,11.43,7.62,7.62,5.71,0.0,0.95,-3.81,-11.43,-19.05,-22.86,0.0,0.0,0.0,0.0,True,True,False
695,696,2020-12-28 21:59:13,2020-12-23,ACKIU,Ackrell Spac Partners I Co.,Blank Checks,2.0,P - Purchase,10.2,940000.0,7740000.0,14.0,9400000.0,10.46,10.37,10.64,10.27,10.2,10.15,10.23,10.2,10.25,10.22,0.0,0.0,0.0,0.0,2.55,1.67,4.31,0.69,0.0,-0.49,0.29,0.0,0.49,0.2,0.0,0.0,0.0,0.0,True,True,False
697,698,2020-12-28 15:54:11,2020-12-23,CNR,Sonic Foundry Inc,Radio & Tv Broadcasting & Communications Equipment,10.0,P - Purchase,9.77,661287.0,1434614.0,86.0,5794810.0,11.6,12.33,11.39,13.15,13.68,17.19,18.12,16.8,16.58,15.3,0.0,0.0,0.0,0.0,18.73,26.2,16.58,34.6,40.02,75.95,85.47,71.95,69.7,56.6,0.0,0.0,0.0,0.0,False,True,False
373,374,2021-03-08 19:42:33,2020-12-23,MIRM,"Mirum Pharmaceuticals, Inc.",Pharmaceutical Preparations,23.0,P - Purchase,18.75,7551994.0,65494091.0,13.0,113168582.0,19.42,19.36,19.37,19.75,18.2,16.02,17.87,14.21,18.25,18.84,0.0,0.0,0.0,0.0,3.57,3.25,3.31,5.33,-2.93,-14.56,-4.69,-24.21,-2.67,0.48,0.0,0.0,0.0,0.0,True,True,False
705,706,2020-12-22 18:48:21,2020-12-22,JKHY,Henry Jack & Associates Inc,Computer Integrated Systems Design,3.0,P - Purchase,156.533308,20400.0,65987.0,45.0,2065881.0,164.08,151.29,151.25,148.3,163.42,155.47,165.06,172.85,170.1,170.95,0.0,0.0,0.0,0.0,4.82,-3.35,-3.38,-5.26,4.4,-0.68,5.45,10.42,8.67,9.21,0.0,0.0,0.0,0.0,True,True,False
708,709,2020-12-22 16:30:55,2020-12-18,BCAB,"Bioatla, Inc.","Biological Products, (No Diagnostic Substances)",2.0,P - Purchase,35.31,2188890.0,2640264.0,485.0,39400020.0,38.28,46.58,52.48,65.73,47.53,39.46,39.65,40.4,38.43,30.94,0.0,0.0,0.0,0.0,8.41,31.92,48.63,86.15,34.61,11.75,12.29,14.42,8.84,-12.38,0.0,0.0,0.0,0.0,True,True,False
711,712,2020-12-21 18:00:08,2020-12-18,ARVN,"Arvinas, Inc.",Pharmaceutical Preparations,11.0,P - Purchase,70.95,3567290.0,13197925.0,37.0,69124439.0,83.91,83.43,71.49,65.57,63.07,65.37,77.81,102.99,96.51,87.69,0.0,0.0,0.0,0.0,18.27,17.59,0.76,-7.58,-11.11,-7.86,9.67,45.16,36.03,23.59,0.0,0.0,0.0,0.0,True,True,False
713,714,2020-12-21 16:15:11,2020-12-18,ALGT,"Arca Biopharma, Inc.",In Vitro & In Vivo Diagnostic Substances,4.0,P - Purchase,175.88,2143346.0,5229856.0,69.0,2444391.0,189.11,189.88,248.0,245.0,230.0,220.68,198.83,193.96,189.41,208.89,0.0,0.0,0.0,0.0,7.52,7.96,41.01,39.3,30.77,25.47,13.05,10.28,7.69,18.77,0.0,0.0,0.0,0.0,True,True,False
714,715,2020-12-21 16:07:26,2020-12-18,GATO,"Gatos Silver, Inc.",Gold & Silver Ores,5.0,P - Purchase,9.81,42700.0,194884.0,28.0,325900.0,13.85,12.9,15.0,13.1,9.37,16.65,18.68,13.85,13.84,12.24,0.0,0.0,0.0,0.0,41.18,31.5,52.91,33.54,-4.49,69.72,90.42,41.18,41.08,24.77,0.0,0.0,0.0,0.0,False,True,False
720,721,2020-12-21 07:52:30,2020-12-17,INBK,First Internet Bancorp,State Commercial Banks,9.0,P - Purchase,28.253741,141000.0,608783.0,30.0,3056913.0,30.08,31.89,33.55,36.74,33.39,33.34,30.76,30.34,28.44,30.62,0.0,0.0,0.0,0.0,6.46,12.87,18.75,30.04,18.18,18.0,8.87,7.38,0.66,8.38,0.0,0.0,0.0,0.0,True,True,False
187,188,2021-03-30 18:19:50,2020-12-17,GTYH,Gty Technology Holdings Inc.,Computer Processing & Data Preparation,4.0,P - Purchase,3.88,3525711.0,4326153.0,440.0,13933418.0,5.3,6.92,6.58,6.51,5.61,5.92,7.0,7.01,7.03,7.55,0.0,0.0,0.0,0.0,36.6,78.35,69.59,67.78,44.59,52.58,80.41,80.67,81.19,94.59,0.0,0.0,0.0,0.0,False,True,False
732,733,2020-12-17 16:30:11,2020-12-16,PROG,"Progenity, Inc.",Medical Laboratories,6.0,P - Purchase,4.33,15270985.0,68913119.0,28.0,128791278.0,5.17,5.43,5.65,4.75,3.57,2.2,3.08,2.58,1.06,0.96,3.05,0.0,0.0,0.0,19.4,25.4,30.48,9.7,-17.55,-49.19,-28.87,-40.42,-75.52,-77.83,-29.56,0.0,0.0,0.0,True,True,False
738,739,2020-12-17 13:27:49,2020-12-16,CTRN,Citi Trends Inc,Apparel & Accessory Stores,3.0,P - Purchase,43.45,20000.0,117091.0,21.0,336510.0,50.06,61.75,73.15,89.79,100.17,92.73,80.1,82.43,85.99,74.14,73.23,0.0,0.0,0.0,15.21,42.12,68.35,106.65,130.54,113.42,84.35,89.71,97.91,70.63,68.54,0.0,0.0,0.0,True,True,False
80,81,2021-04-20 16:47:29,2020-12-16,PHX,Panhandle Oil & Gas Inc,Crude Petroleum & Natural Gas,13.0,P - Purchase,2.009373,2099717.0,5317056.0,65.0,6823217.0,2.55,3.27,3.21,3.08,2.06,2.97,3.71,3.01,2.56,2.8,3.05,0.0,0.0,0.0,26.91,62.74,59.75,53.28,2.52,47.81,84.63,49.8,27.4,39.35,51.79,0.0,0.0,0.0,True,True,False
735,736,2020-12-17 16:17:49,2020-12-15,FFBW,"Ffbw, Inc. /md/","Savings Institution, Federally Chartered",7.0,P - Purchase,9.9687,16165.0,116321.0,16.0,153327.0,9.99,10.5,10.65,11.19,11.24,11.33,11.23,11.43,11.7,11.7,11.82,0.0,0.0,0.0,0.21,5.33,6.83,12.25,12.75,13.66,12.65,14.66,17.37,17.37,18.57,0.0,0.0,0.0,True,True,False
751,752,2020-12-15 17:00:22,2020-12-15,PINE,"Alpine Income Property Trust, Inc.",Real Estate Investment Trusts,6.0,P - Purchase,14.457607,22142.0,27008.0,455.0,362036.0,14.51,15.34,18.06,17.18,17.54,17.58,18.27,19.44,18.54,18.42,18.38,0.0,0.0,0.0,0.36,6.1,24.92,18.83,21.32,21.6,26.37,34.46,28.24,27.41,27.13,0.0,0.0,0.0,True,True,False
730,731,2020-12-17 18:23:49,2020-12-15,HYMC,Hycroft Mining Holding Corp,Gold & Silver Ores,4.0,P - Purchase,7.0,13771221.0,32992670.0,72.0,346458.0,7.94,7.11,7.03,7.25,4.0,3.85,3.17,2.28,1.85,1.76,1.79,0.0,0.0,0.0,13.43,1.57,0.43,3.57,-42.86,-45.0,-54.71,-67.43,-73.57,-74.86,-74.43,0.0,0.0,0.0,True,True,False
728,729,2020-12-17 20:38:00,2020-12-15,ABCL,Abcellera Biologics Inc.,Pharmaceutical Preparations,5.0,P - Purchase,50.81,3122165.0,10768020.0,41.0,62443300.0,38.75,49.0,43.56,31.5,29.63,31.84,22.71,15.0,18.24,21.48,15.38,0.0,0.0,0.0,-23.74,-3.56,-14.27,-38.0,-41.68,-37.34,-55.3,-70.48,-64.1,-57.72,-69.73,0.0,0.0,0.0,True,True,False
727,728,2020-12-17 21:15:50,2020-12-15,FDMT,4D Molecular Therapeutics Inc.,"Biological Products, (No Diagnostic Substances)",4.0,P - Purchase,40.76,1629347.0,5106005.0,47.0,37474981.0,35.69,47.22,42.52,43.91,32.96,26.41,25.46,24.66,32.97,34.7,31.72,0.0,0.0,0.0,-12.44,15.85,4.32,7.73,-19.14,-35.21,-37.54,-39.5,-19.11,-14.87,-22.18,0.0,0.0,0.0,False,True,False
734,735,2020-12-17 16:18:41,2020-12-15,ROCCU,Roth Ch Acquisition II Co,Blank Checks,9.0,P - Purchase,10.49,634623.0,7269308.0,10.0,6346230.0,10.43,11.02,13.5,10.56,10.64,10.6,10.56,9.93,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,5.05,28.69,0.67,1.43,1.05,0.67,-5.34,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False
